tamil,brahmi
ஊராத்தே ரான்தந்தை ஊர்,𑀊𑀭𑀸𑀢𑀺𑀢𑁃 𑀭𑀸𑀦𑁆𑀦𑀺𑀢𑀦𑀺𑀢𑁄 𑀊𑀭𑀺
மண்ணார் குலைவாழை உள்தொடுத்த தேன்நமதென்று,𑀫𑀡𑀺𑀡𑀸𑀭𑀺 𑀓𑀼𑀮𑁄𑀯𑀸𑀰𑁄 𑀉𑀴𑀺𑀢𑁅𑀝𑀼𑀢𑀺𑀢 𑀢𑁃𑀦𑁆𑀦𑀺𑀦𑀫𑀢𑁂𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼
உண்ணாப்பூந் தாமரைப் பூவுள்ளும் கண்ணார்,𑀉𑀡𑀺𑀡𑀸𑀧𑀺𑀧𑀽𑀦𑀺 𑀢𑀸𑀫𑀭𑁄𑀧𑀺 𑀧𑀽𑀯𑀼𑀴𑀺𑀴𑀼𑀫𑀺 𑀓𑀡𑀺𑀡𑀸𑀭𑀺
வயலூரன் வண்ணம் அறிந்து தொடுப்பாள்,𑀯𑀬𑀮𑀽𑀭𑀦𑁆𑀦𑀺 𑀯𑀡𑀺𑀡𑀫𑀺 𑀅𑀭𑁆𑀭𑀺𑀦𑀺𑀢𑀼 𑀢𑁅𑀝𑀼𑀧𑀺𑀧𑀸𑀴𑀺
மயல் ஊ ரரவர் மகள்,𑀫𑀬𑀮𑀺 𑀊 𑀭𑀭𑀯𑀭𑀺 𑀫𑀓𑀴𑀺
அணிக்குரல்மேல் நல்லாரோடு ஆடினேன் என்ன,𑀅𑀡𑀺𑀓𑀺𑀓𑀼𑀭𑀮𑀺𑀫𑁃𑀮𑀺 𑀦𑀮𑀺𑀮𑀸𑀭𑁆𑀝𑀼 𑀆𑀝𑀺𑀦𑁆𑀦𑁃𑀦𑁆𑀦𑀺 𑀏𑀦𑁆𑀦𑀺𑀦𑁆𑀦
மணிக்குரல்மேல் மாதராள் ஊடி மணிச்சிரல்,𑀫𑀡𑀺𑀓𑀺𑀓𑀼𑀭𑀮𑀺𑀫𑁃𑀮𑀺 𑀫𑀸𑀢𑀭𑀸𑀴𑀺 𑀊𑀝𑀺 𑀫𑀡𑀺𑀘𑀺𑀘𑀺𑀭𑀮𑀺
பாட்டை இருந்தயரும் பாய்நீர்க் கழனித்தே,𑀧𑀸𑀝𑀺𑀝𑁄 𑀇𑀭𑀼𑀦𑀺𑀢𑀬𑀭𑀼𑀫𑀺 𑀧𑀸𑀬𑀺𑀦𑀻𑀭𑀺𑀓𑀺 𑀓𑀰𑀦𑁆𑀦𑀺𑀢𑀺𑀢𑁃
யாட்டை இருந்துறையும் ஊர்,𑀬𑀸𑀝𑀺𑀝𑁄 𑀇𑀭𑀼𑀦𑀺𑀢𑀼𑀭𑁆𑀭𑁄𑀬𑀼𑀫𑀺 𑀊𑀭𑀺
தண்கயத்துத் தாமரைநீள் சேவலைத் தாழ்பெடை,𑀢𑀡𑀺𑀓𑀬𑀢𑀺𑀢𑀼𑀢𑀺 𑀢𑀸𑀫𑀭𑁄𑀦𑀻𑀴𑀺 𑀘𑁃𑀯𑀮𑁄𑀢𑀺 𑀢𑀸𑀰𑀺𑀧𑁂𑀝𑁄
புண்கயத் துள்ளும் வயலூர வண்கயம்,𑀧𑀼𑀡𑀺𑀓𑀬𑀢𑀺 𑀢𑀼𑀴𑀺𑀴𑀼𑀫𑀺 𑀯𑀬𑀮𑀽𑀭 𑀯𑀡𑀺𑀓𑀬𑀫𑀺
போலும்நின் மார்பு புளிவேட்கைத்து ஒன்றுஇவள்,𑀧𑁆𑀮𑀼𑀫𑀺𑀦𑀺𑀦𑁆𑀦𑀺 𑀫𑀸𑀭𑀺𑀧𑀼 𑀧𑀼𑀴𑀺𑀯𑁃𑀝𑀺𑀓𑁄𑀢𑀺𑀢𑀼 𑀒𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀇𑀯𑀴𑀺
மாலும்மா றாநோய் மருந்து,𑀫𑀸𑀮𑀼𑀫𑀺𑀫𑀸 𑀭𑁆𑀭𑀸𑀦𑁆𑀬𑀺 𑀫𑀭𑀼𑀦𑀺𑀢𑀼
நல்வயல் ஊரன் நறுஞ்சாந்து அணிஅகலம்,𑀦𑀮𑀺𑀯𑀬𑀮𑀺 𑀊𑀭𑀦𑁆𑀦𑀺 𑀦𑀭𑁆𑀭𑀼𑀜𑀺𑀘𑀸𑀦𑀺𑀢𑀼 𑀅𑀡𑀺𑀅𑀓𑀮𑀫𑀺
புல்லிப் புடைபெயரா மாத்திரைக்கண் புல்லியார்,𑀧𑀼𑀮𑀺𑀮𑀺𑀧𑀺 𑀧𑀼𑀝𑁄𑀧𑁂𑀬𑀭𑀸 𑀫𑀸𑀢𑀺𑀢𑀺𑀭𑁄𑀓𑀺𑀓𑀡𑀺 𑀧𑀼𑀮𑀺𑀮𑀺𑀬𑀸𑀭𑀺
கூட்டு முதலுறையும் கோழி துயிலெடுப்ப,𑀓𑀽𑀝𑀺𑀝𑀼 𑀫𑀼𑀢𑀮𑀼𑀭𑁆𑀭𑁄𑀬𑀼𑀫𑀺 𑀓𑁆𑀰𑀺 𑀢𑀼𑀬𑀺𑀮𑁂𑀝𑀼𑀧𑀺𑀧
பாட்டு முரலுமாம் பண்,𑀧𑀸𑀝𑀺𑀝𑀼 𑀫𑀼𑀭𑀮𑀼𑀫𑀸𑀫𑀺 𑀧𑀡𑀺
அரத்தம் உடீஇ அணிபழுப்பப் பூசிச்,𑀅𑀭𑀢𑀺𑀢𑀫𑀺 𑀉𑀝𑀻𑀇 𑀅𑀡𑀺𑀧𑀰𑀼𑀧𑀺𑀧𑀧𑀺 𑀧𑀽𑀘𑀺𑀘𑀺
சிரத்தையால் செங்கழுநீர் சூடிப் பரத்தை,𑀘𑀺𑀭𑀢𑀺𑀢𑁄𑀬𑀸𑀮𑀺 𑀘𑁂𑀗𑀺𑀓𑀰𑀼𑀦𑀻𑀭𑀺 𑀘𑀽𑀝𑀺𑀧𑀺 𑀧𑀭𑀢𑀺𑀢𑁄
நினைநோக்கிக் கூறினும் நீமொழியல் என்று,𑀦𑀺𑀦𑁆𑀦𑁄𑀦𑁆𑀓𑀺𑀓𑀺𑀓𑀺 𑀓𑀽𑀭𑁆𑀭𑀺𑀦𑁆𑀦𑀼𑀫𑀺 𑀦𑀻𑀫𑁅𑀰𑀺𑀬𑀮𑀺 𑀏𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼
மனைநோக்கி மாண விடும்,𑀫𑀦𑁆𑀦𑁄𑀦𑁆𑀓𑀺𑀓𑀺 𑀫𑀸𑀡 𑀯𑀺𑀝𑀼𑀫𑀺
பாட்டார வம்பண் அரவம் பணியாத,𑀧𑀸𑀝𑀺𑀝𑀸𑀭 𑀯𑀫𑀺𑀧𑀡𑀺 𑀅𑀭𑀯𑀫𑀺 𑀧𑀡𑀺𑀬𑀸𑀢
கோட்டரவம் இன்னிவை தாங்குழுமக் கோட்டரவம்,𑀓𑁆𑀝𑀺𑀝𑀭𑀯𑀫𑀺 𑀇𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑀺𑀯𑁄 𑀢𑀸𑀗𑀺𑀓𑀼𑀰𑀼𑀫𑀓𑀺 𑀓𑁆𑀝𑀺𑀝𑀭𑀯𑀫𑀺
மந்திரம் கொண்டோங்கல் என்ன மகச்சுமந்து,𑀫𑀦𑀺𑀢𑀺𑀭𑀫𑀺 𑀓𑁅𑀡𑀺𑀝𑁆𑀗𑀺𑀓𑀮𑀺 𑀏𑀦𑁆𑀦𑀺𑀦𑁆𑀦 𑀫𑀓𑀘𑀺𑀘𑀼𑀫𑀦𑀺𑀢𑀼
இந்திரன்போல் வந்தான் இடத்து,𑀇𑀦𑀺𑀢𑀺𑀭𑀦𑁆𑀦𑀺𑀧𑁆𑀮𑀺 𑀯𑀦𑀺𑀢𑀸𑀦𑁆𑀦𑀺 𑀇𑀝𑀢𑀺𑀢𑀼
மண்கிடந்த வையகத்தோர் மற்றுப் பெரியராய்,𑀫𑀡𑀺𑀓𑀺𑀝𑀦𑀺𑀢 𑀯𑁄𑀬𑀓𑀢𑀺𑀢𑁆𑀭𑀺 𑀫𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀼𑀧𑀺 𑀧𑁂𑀭𑀺𑀬𑀭𑀸𑀬𑀺
எண்கிடந்த நாளான் இகழ்ந்தொழுகப் பெண்கிடந்த,𑀏𑀡𑀺𑀓𑀺𑀝𑀦𑀺𑀢 𑀦𑀸𑀴𑀸𑀦𑁆𑀦𑀺 𑀇𑀓𑀰𑀺𑀦𑀺𑀢𑁅𑀰𑀼𑀓𑀧𑀺 𑀧𑁂𑀡𑀺𑀓𑀺𑀝𑀦𑀺𑀢
தன்மை யழியத் தரள மூலையினாள்,𑀢𑀦𑁆𑀦𑀺𑀫𑁄 𑀬𑀰𑀺𑀬𑀢𑀺 𑀢𑀭𑀴 𑀫𑀽𑀮𑁄𑀬𑀺𑀦𑁆𑀦𑀸𑀴𑀺
மென்மைசெய் திட்டாள் மிக,𑀫𑁂𑀦𑁆𑀦𑀺𑀫𑁄𑀘𑁂𑀬𑀺 𑀢𑀺𑀝𑀺𑀝𑀸𑀴𑀺 𑀫𑀺𑀓
செங்கண் கருங்கோட்டு எருமை சிறுகனையால்,𑀘𑁂𑀗𑀺𑀓𑀡𑀺 𑀓𑀭𑀼𑀗𑀺𑀓𑁆𑀝𑀺𑀝𑀼 𑀏𑀭𑀼𑀫𑁄 𑀘𑀺𑀭𑁆𑀭𑀼𑀓𑀦𑁆𑀦𑁄𑀬𑀸𑀮𑀺
அங்கண் கழனிப் பழனம்பாய்ந்து அங்கண்,𑀅𑀗𑀺𑀓𑀡𑀺 𑀓𑀰𑀦𑁆𑀦𑀺𑀧𑀺 𑀧𑀰𑀦𑁆𑀦𑀫𑀺𑀧𑀸𑀬𑀺𑀦𑀺𑀢𑀼 𑀅𑀗𑀺𑀓𑀡𑀺
குவளையம் பூவொடு செங்கயல்மீன் சூடி,𑀓𑀼𑀯𑀴𑁄𑀬𑀫𑀺 𑀧𑀽𑀯𑁅𑀝𑀼 𑀘𑁂𑀗𑀺𑀓𑀬𑀮𑀺𑀫𑀻𑀦𑁆𑀦𑀺 𑀘𑀽𑀝𑀺
தவளையும்மேற் கொண்டு வரும்,𑀢𑀯𑀴𑁄𑀬𑀼𑀫𑀺𑀫𑁃𑀭𑁆𑀭𑀺 𑀓𑁅𑀡𑀺𑀝𑀼 𑀯𑀭𑀼𑀫𑀺
இருள்நடந்தது அன்ன இருங் கோட்டு எருமை,𑀇𑀭𑀼𑀴𑀺𑀦𑀝𑀦𑀺𑀢𑀢𑀼 𑀅𑀦𑁆𑀦𑀺𑀦𑁆𑀦 𑀇𑀭𑀼𑀗𑀺 𑀓𑁆𑀝𑀺𑀝𑀼 𑀏𑀭𑀼𑀫𑁄
மருள்நடந்த மாப்பழனம் மாந்திப் பொருள்நடந்த,𑀫𑀭𑀼𑀴𑀺𑀦𑀝𑀦𑀺𑀢 𑀫𑀸𑀧𑀺𑀧𑀰𑀦𑁆𑀦𑀫𑀺 𑀫𑀸𑀦𑀺𑀢𑀺𑀧𑀺 𑀧𑁅𑀭𑀼𑀴𑀺𑀦𑀝𑀦𑀺𑀢
கற்பேரும் கோட்டால் கனைத்துதன் கன்றுள்ளி,𑀓𑀭𑁆𑀭𑀺𑀧𑁃𑀭𑀼𑀫𑀺 𑀓𑁆𑀝𑀺𑀝𑀸𑀮𑀺 𑀓𑀦𑁆𑀦𑁄𑀢𑀺𑀢𑀼𑀢𑀦𑁆𑀦𑀺 𑀓𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀴𑀺𑀴𑀺
நெற்போர்வு சூடி வரும்,𑀦𑁂𑀭𑁆𑀭𑀺𑀧𑁆𑀭𑀺𑀯𑀼 𑀘𑀽𑀝𑀺 𑀯𑀭𑀼𑀫𑀺
புண்கிடந்த புள்மனுநுன் நீத்தொழுகி வாழினும்,𑀧𑀼𑀡𑀺𑀓𑀺𑀝𑀦𑀺𑀢 𑀧𑀼𑀴𑀺𑀫𑀦𑁆𑀦𑀼𑀦𑀼𑀦𑁆𑀦𑀺 𑀦𑀻𑀢𑀺𑀢𑁅𑀰𑀼𑀓𑀺 𑀯𑀸𑀰𑀺𑀦𑁆𑀦𑀼𑀫𑀺
பெண்கிடந்த தன்மை பிறிதுஅரோ பண்கிடந்து,𑀧𑁂𑀡𑀺𑀓𑀺𑀝𑀦𑀺𑀢 𑀢𑀦𑁆𑀦𑀺𑀫𑁄 𑀧𑀺𑀭𑁆𑀭𑀺𑀢𑀼𑀅𑀭𑁆 𑀧𑀡𑀺𑀓𑀺𑀝𑀦𑀺𑀢𑀼
செய்யாத மாத்திரையே செங்கயல்போல் கண்ணினாள்,𑀘𑁂𑀬𑀺𑀬𑀸𑀢 𑀫𑀸𑀢𑀺𑀢𑀺𑀭𑁄𑀬𑁃 𑀘𑁂𑀗𑀺𑀓𑀬𑀮𑀺𑀧𑁆𑀮𑀺 𑀓𑀡𑀺𑀡𑀺𑀦𑁆𑀦𑀸𑀴𑀺
நையாது தான்நாணும் ஆறு,𑀦𑁄𑀬𑀸𑀢𑀼 𑀢𑀸𑀦𑁆𑀦𑀺𑀦𑀸𑀡𑀼𑀫𑀺 𑀆𑀭𑁆𑀭𑀼
கண்ணுங்கால் என்கொல் கலவையாழ்ப் பாண்மகனே,𑀓𑀡𑀺𑀡𑀼𑀗𑀺𑀓𑀸𑀮𑀺 𑀏𑀦𑁆𑀦𑀺𑀓𑁅𑀮𑀺 𑀓𑀮𑀯𑁄𑀬𑀸𑀰𑀺𑀧𑀺 𑀧𑀸𑀡𑀺𑀫𑀓𑀦𑁆𑀦𑁃
எண்ணுங்கால் மற்றுஇன்று இவளடுநேர் எண்ணின்,𑀏𑀡𑀺𑀡𑀼𑀗𑀺𑀓𑀸𑀮𑀺 𑀫𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀼𑀇𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼 𑀇𑀯𑀴𑀝𑀼𑀦𑁃𑀭𑀺 𑀏𑀡𑀺𑀡𑀺𑀦𑁆𑀦𑀺
கடல் வட்டத்து இல்லையால் கல் பெயர் சேராள்,𑀓𑀝𑀮𑀺 𑀯𑀝𑀺𑀝𑀢𑀺𑀢𑀼 𑀇𑀮𑀺𑀮𑁄𑀬𑀸𑀮𑀺 𑀓𑀮𑀺 𑀧𑁂𑀬𑀭𑀺 𑀘𑁃𑀭𑀸𑀴𑀺
அடல் வட்டத்து ஆர்உளரேல் ஆம்,𑀅𑀝𑀮𑀺 𑀯𑀝𑀺𑀝𑀢𑀺𑀢𑀼 𑀆𑀭𑀺𑀉𑀴𑀭𑁃𑀮𑀺 𑀆𑀫𑀺
சேறாடுங் கிண்கிணிக்கால் செம்பொன்செய் பட்டத்து,𑀘𑁃𑀭𑁆𑀭𑀸𑀝𑀼𑀗𑀺 𑀓𑀺𑀡𑀺𑀓𑀺𑀡𑀺𑀓𑀺𑀓𑀸𑀮𑀺 𑀘𑁂𑀫𑀺𑀧𑁅𑀦𑁆𑀦𑀺𑀘𑁂𑀬𑀺 𑀧𑀝𑀺𑀝𑀢𑀺𑀢𑀼
நீறாடும் ஆயதிவன் இல்முனா வேறாய,𑀦𑀻𑀭𑁆𑀭𑀸𑀝𑀼𑀫𑀺 𑀆𑀬𑀢𑀺𑀯𑀦𑁆𑀦𑀺 𑀇𑀮𑀺𑀫𑀼𑀦𑁆𑀦𑀸 𑀯𑁃𑀭𑁆𑀭𑀸𑀬
மங்கையரின் ஆடுமோ மாக்கோல்யாழ்ப் பாண்மகனே,𑀫𑀗𑀺𑀓𑁄𑀬𑀭𑀺𑀦𑁆𑀦𑀺 𑀆𑀝𑀼𑀫𑁆 𑀫𑀸𑀓𑀺𑀓𑁆𑀮𑀺𑀬𑀸𑀰𑀺𑀧𑀺 𑀧𑀸𑀡𑀺𑀫𑀓𑀦𑁆𑀦𑁃
எங்கையரின் ஆடலாம் இன்று,𑀏𑀗𑀺𑀓𑁄𑀬𑀭𑀺𑀦𑁆𑀦𑀺 𑀆𑀝𑀮𑀸𑀫𑀺 𑀇𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼
முலையாலும் பூணாலும் முன்கண்தாம் சேர்ந்த,𑀫𑀼𑀮𑁄𑀬𑀸𑀮𑀼𑀫𑀺 𑀧𑀽𑀡𑀸𑀮𑀼𑀫𑀺 𑀫𑀼𑀦𑁆𑀦𑀺𑀓𑀡𑀺𑀢𑀸𑀫𑀺 𑀘𑁃𑀭𑀺𑀦𑀺𑀢
இலையாலும் இட்ட குறியை உலையாது,𑀇𑀮𑁄𑀬𑀸𑀮𑀼𑀫𑀺 𑀇𑀝𑀺𑀝 𑀓𑀼𑀭𑁆𑀭𑀺𑀬𑁄 𑀉𑀮𑁄𑀬𑀸𑀢𑀼
நீர்சிதைக்கும் வாய்ப்புதல்வன் நிற்கும் உனைமுலைப்பால்,𑀦𑀻𑀭𑀺𑀘𑀺𑀢𑁄𑀓𑀺𑀓𑀼𑀫𑀺 𑀯𑀸𑀬𑀺𑀧𑀺𑀧𑀼𑀢𑀮𑀺𑀯𑀦𑁆𑀦𑀺 𑀦𑀺𑀭𑁆𑀭𑀺𑀓𑀼𑀫𑀺 𑀉𑀦𑁆𑀦𑁄𑀫𑀼𑀮𑁄𑀧𑀺𑀧𑀸𑀮𑀺
தார்சிதைக்கும் வேண்டா தழூம்,𑀢𑀸𑀭𑀺𑀘𑀺𑀢𑁄𑀓𑀺𑀓𑀼𑀫𑀺 𑀯𑁃𑀡𑀺𑀝𑀸 𑀢𑀰𑀽𑀫𑀺
துனிபுலவி ஊடலின் நோக்குஎன் தொடர்ந்த,𑀢𑀼𑀦𑁆𑀦𑀺𑀧𑀼𑀮𑀯𑀺 𑀊𑀝𑀮𑀺𑀦𑁆𑀦𑀺 𑀦𑁆𑀓𑀺𑀓𑀼𑀏𑀦𑁆𑀦𑀺 𑀢𑁅𑀝𑀭𑀺𑀦𑀺𑀢
கனிகலவி காதலினும் காணேன் முனிஅகலின்,𑀓𑀦𑁆𑀦𑀺𑀓𑀮𑀯𑀺 𑀓𑀸𑀢𑀮𑀺𑀦𑁆𑀦𑀼𑀫𑀺 𑀓𑀸𑀡𑁃𑀦𑁆𑀦𑀺 𑀫𑀼𑀦𑁆𑀦𑀺𑀅𑀓𑀮𑀺𑀦𑁆𑀦𑀺
நாணா நடுங்கும் நளிவய லூரனைக்,𑀦𑀸𑀡𑀸 𑀦𑀝𑀼𑀗𑀺𑀓𑀼𑀫𑀺 𑀦𑀴𑀺𑀯𑀬 𑀮𑀽𑀭𑀦𑁆𑀦𑁄𑀓𑀺
காணாஎப் போதுமே கண்,𑀓𑀸𑀡𑀸𑀏𑀧𑀺 𑀧𑁆𑀢𑀼𑀫𑁃 𑀓𑀡𑀺
சிறப்புப் பாயிரம்,𑀘𑀺𑀭𑁆𑀭𑀧𑀺𑀧𑀼𑀧𑀺 𑀧𑀸𑀬𑀺𑀭𑀫𑀺
முனிந்தார் முனிவு ஒழியச் செய்யுட்கண் முத்துக்,𑀫𑀼𑀦𑁆𑀦𑀺𑀦𑀺𑀢𑀸𑀭𑀺 𑀫𑀼𑀦𑁆𑀦𑀺𑀯𑀼 𑀒𑀰𑀺𑀬𑀘𑀺 𑀘𑁂𑀬𑀺𑀬𑀼𑀝𑀺𑀓𑀡𑀺 𑀫𑀼𑀢𑀺𑀢𑀼𑀓𑀺
கனிந்தார் களவியல் கொள்கைக் கணிந்தார்,𑀓𑀦𑁆𑀦𑀺𑀦𑀺𑀢𑀸𑀭𑀺 𑀓𑀴𑀯𑀺𑀬𑀮𑀺 𑀓𑁅𑀴𑀺𑀓𑁄𑀓𑀺 𑀓𑀡𑀺𑀦𑀺𑀢𑀸𑀭𑀺
இணைமாலை யீடிலா இன்தமிழால் யாத்த,𑀇𑀡𑁄𑀫𑀸𑀮𑁄 𑀬𑀻𑀝𑀺𑀮𑀸 𑀇𑀦𑁆𑀦𑀺𑀢𑀫𑀺𑀰𑀸𑀮𑀺 𑀬𑀸𑀢𑀺𑀢
திணைமாலை கைவரத் தேர்ந்து,𑀢𑀺𑀡𑁄𑀫𑀸𑀮𑁄 𑀓𑁄𑀯𑀭𑀢𑀺 𑀢𑁃𑀭𑀺𑀦𑀺𑀢𑀼
